Implementation,DatasetSize,BatchNumber,Timestamp,TotalMemoryMB,MemoryPerRecord,RecordsProcessed,GCCount,GCTimeMs,HeapUsageMB,InsertionTimeMs
SkipList,1000000,3,1731660703441,518.44,18120.69,30000,2,21,2516.46,1025
SkipList,1000000,4,1731660704503,329.46,8636.59,40000,3,37,2327.48,1062
SkipList,1000000,5,1731660705564,124.80,2617.33,50000,4,58,2122.83,1060
SkipList,1000000,6,1731660706607,1360.80,23781.77,60000,4,58,3358.83,1043
SkipList,1000000,7,1731660707735,1183.01,17721.16,70000,5,85,3179.04,1127
SkipList,1000000,8,1731660708888,1011.26,13254.82,80000,6,116,3007.29,1152
SkipList,1000000,9,1731660710027,833.03,9705.53,90000,7,149,2829.06,1138
SkipList,1000000,10,1731660711206,639.77,6708.47,100000,8,188,2639.79,1178
SkipList,1000000,11,1731660712418,479.23,4568.27,110000,9,231,2477.25,1212
SkipList,1000000,12,1731660713748,331.80,2899.35,120000,10,273,2329.83,1329
SkipList,1000000,13,1731660715046,201.83,1627.99,130000,11,318,2197.86,1297
SkipList,1000000,14,1731660716292,1539.84,11533.11,140000,11,318,3537.86,1246
SkipList,1000000,15,1731660717562,1425.81,9967.16,150000,12,359,3421.84,1269
SkipList,1000000,16,1731660719292,1336.00,8755.61,160000,13,405,3332.02,1729
SkipList,1000000,17,1731660720657,1258.05,7759.79,170000,14,451,3256.07,1364
SkipList,1000000,18,1731660721949,1195.82,6966.14,180000,15,498,3191.84,1291
SkipList,1000000,19,1731660723278,1150.03,6346.82,190000,16,546,3148.05,1329
SkipList,1000000,20,1731660725169,1113.95,5840.32,200000,17,595,3109.98,1890
SkipList,1000000,21,1731660726566,1107.24,5528.71,210000,18,646,3103.27,1396
SkipList,1000000,22,1731660727896,1099.17,5238.91,220000,19,692,3095.19,1329
SkipList,1000000,23,1731660729203,1117.88,5096.46,230000,20,743,3113.91,1307
SkipList,1000000,24,1731660730533,1147.03,5011.46,240000,21,793,3143.06,1329
SkipList,1000000,25,1731660731951,1200.09,5033.55,250000,22,846,3196.11,1417
SkipList,1000000,26,1731660733310,1265.08,5102.03,260000,23,899,3263.10,1358
SkipList,1000000,27,1731660734651,1343.76,5218.65,270000,24,951,3339.79,1341
SkipList,1000000,28,1731660736029,1437.98,5385.12,280000,25,1005,3436.00,1378
SkipList,1000000,29,1731660737483,1554.23,5619.75,290000,26,1060,3550.25,1453
SkipList,1000000,30,1731660738963,428.90,1499.11,300000,28,1168,2426.92,1479
SkipList,1000000,31,1731660740791,604.90,2046.07,310000,29,1269,2602.92,1828
SkipList,1000000,32,1731660742444,796.61,2610.35,320000,30,1327,2794.64,1652
SkipList,1000000,33,1731660743846,1004.22,3190.91,330000,31,1379,3002.24,1402
SkipList,1000000,34,1731660745297,1222.00,3768.71,340000,32,1434,3218.02,1451
SkipList,1000000,35,1731660746754,1443.41,4324.36,350000,33,1489,3441.43,1457
SkipList,1000000,36,1731660748289,469.99,1368.96,360000,35,1606,2468.02,1535
SkipList,1000000,37,1731660749696,735.11,2083.29,370000,36,1659,2731.13,1405
SkipList,1000000,38,1731660751099,1010.52,2788.44,380000,37,1713,3008.54,1402
SkipList,1000000,39,1731660752536,1295.35,3482.74,390000,38,1765,3293.37,1437
SkipList,1000000,40,1731660753945,1582.03,4147.19,400000,39,1818,3578.05,1409
SkipList,1000000,41,1731660755402,729.06,1864.57,410000,41,1926,2725.08,1456
SkipList,1000000,42,1731660756819,1041.14,2599.32,420000,42,1979,3037.16,1417
SkipList,1000000,43,1731660758240,1369.00,3338.37,430000,43,2031,3365.02,1420
SkipList,1000000,44,1731660759727,583.51,1390.58,440000,45,2137,2581.53,1487
SkipList,1000000,45,1731660761132,933.46,2175.12,450000,46,2191,2931.48,1404
SkipList,1000000,46,1731660762562,1294.63,2951.13,460000,47,2244,3290.66,1430
SkipList,1000000,47,1731660764052,586.68,1308.88,470000,49,2352,2584.70,1489
SkipList,1000000,48,1731660765504,978.18,2136.86,480000,50,2405,2974.20,1452
SkipList,1000000,49,1731660766951,1380.79,2954.81,490000,51,2457,3378.81,1447
SkipList,1000000,50,1731660768443,736.00,1543.51,500000,53,2561,2734.02,1491
SkipList,1000000,51,1731660769869,1170.16,2405.89,510000,54,2612,3166.18,1425
SkipList,1000000,52,1731660771373,1615.48,3257.61,520000,55,2668,3611.51,1503
SkipList,1000000,53,1731660772911,1037.72,2053.07,530000,57,2773,3033.74,1538
SkipList,1000000,54,1731660774359,1511.09,2934.24,540000,58,2826,3509.11,1447
SkipList,1000000,55,1731660775896,999.43,1905.41,550000,60,2929,2997.45,1537
SkipList,1000000,56,1731660777421,1496.16,2801.50,560000,61,2981,3494.19,1524
SkipList,1000000,57,1731660778945,1030.96,1896.56,570000,63,3084,3028.98,1524
SkipList,1000000,58,1731660780416,1561.41,2822.86,580000,64,3136,3557.43,1470
SkipList,1000000,59,1731660781971,1143.08,2031.54,590000,66,3239,3141.10,1554
SkipList,1000000,60,1731660783537,759.19,1326.78,600000,68,3341,2755.22,1566
SkipList,1000000,61,1731660785083,1328.38,2283.46,610000,69,3391,3326.40,1545
SkipList,1000000,62,1731660786662,985.40,1666.56,620000,71,3497,2981.42,1578
SkipList,1000000,63,1731660788211,1579.62,2629.13,630000,72,3550,3575.64,1549
SkipList,1000000,64,1731660789727,1277.73,2093.43,640000,74,3648,3275.75,1515
SkipList,1000000,65,1731660791246,1010.97,1630.90,650000,76,3751,3007.00,1519
SkipList,1000000,66,1731660792775,1643.42,2610.98,660000,77,3803,3641.44,1528
SkipList,1000000,67,1731660794357,1408.04,2203.63,670000,79,3907,3406.06,1582
SkipList,1000000,68,1731660795897,1214.20,1872.32,680000,81,4009,3210.22,1539
SkipList,1000000,69,1731660797513,1042.95,1584.95,690000,83,4110,3038.98,1615
SkipList,1000000,70,1731660799063,905.20,1355.97,700000,85,4212,2901.23,1549
SkipList,1000000,71,1731660800550,1610.80,2378.94,710000,86,4262,3606.82,1486
SkipList,1000000,72,1731660802101,1500.73,2185.60,720000,88,4355,3498.76,1551
SkipList,1000000,73,1731660803646,1421.46,2041.79,730000,90,4453,3419.48,1545
SkipList,1000000,74,1731660805216,1367.07,1937.13,740000,92,4551,3365.09,1569
SkipList,1000000,75,1731660806768,1341.32,1875.31,750000,94,4646,3337.35,1552
SkipList,1000000,76,1731660808329,1332.68,1838.70,760000,96,4745,3328.70,1560
SkipList,1000000,77,1731660809897,1356.86,1847.75,770000,98,4840,3354.88,1568
SkipList,1000000,78,1731660811451,1391.24,1870.28,780000,100,4932,3389.26,1553
SkipList,1000000,79,1731660813030,1456.08,1932.68,790000,102,5024,3452.11,1578
SkipList,1000000,80,1731660814588,1528.94,2004.02,800000,104,5118,3524.97,1558
SkipList,1000000,81,1731660816196,1625.18,2103.85,810000,106,5207,3623.20,1608
SkipList,1000000,82,1731660817868,1050.87,1343.81,820000,109,5344,3046.90,1671
SkipList,1000000,83,1731660819488,1201.87,1518.38,830000,111,5434,3197.89,1620
SkipList,1000000,84,1731660821093,1369.28,1709.28,840000,113,5521,3365.31,1604
SkipList,1000000,85,1731660822738,1563.38,1928.61,850000,115,5612,3559.40,1645
SkipList,1000000,86,1731660824393,1123.29,1369.60,860000,118,5746,3119.32,1653
SkipList,1000000,87,1731660825993,1371.11,1652.55,870000,120,5830,3369.14,1600
SkipList,1000000,88,1731660827589,1653.81,1970.62,880000,122,5914,3651.83,1596
SkipList,1000000,89,1731660829191,1338.84,1577.38,890000,125,6035,3334.86,1601
SkipList,1000000,90,1731660830781,1670.69,1946.50,900000,127,6114,3668.71,1589
SkipList,1000000,91,1731660832412,1423.93,1640.77,910000,130,6232,3421.95,1631
SkipList,1000000,92,1731660834027,1212.64,1382.11,920000,133,6348,3208.66,1613
SkipList,1000000,93,1731660835590,1614.13,1819.93,930000,135,6424,3610.15,1563
SkipList,1000000,94,1731660837201,1473.88,1644.12,940000,138,6535,3469.90,1610
SkipList,1000000,95,1731660838830,1374.85,1517.52,950000,141,6646,3370.88,1628
SkipList,1000000,96,1731660840429,1297.95,1417.71,960000,144,6752,3295.97,1598
SkipList,1000000,97,1731660842029,1258.51,1360.46,970000,147,6859,3256.53,1599
SkipList,1000000,98,1731660843724,1267.64,1356.35,980000,150,6968,3265.66,1695
SkipList,1000000,99,1731660845336,1292.78,1369.27,990000,153,7070,3288.80,1612
SkipList,1000000,100,1731660846959,1358.67,1424.67,1000000,156,7172,3356.70,1622
SkipHash,1000000,1,1731660850326,852.00,89338.88,10000,0,0,3798.09,1048
SkipHash,1000000,2,1731660851226,352.18,18464.39,20000,1,10,3296.27,899
SkipHash,1000000,3,1731660852126,1334.18,46633.05,30000,1,10,4280.27,900
SkipHash,1000000,4,1731660853029,927.87,24323.46,40000,2,27,3871.95,903
SkipHash,1000000,5,1731660853956,593.28,12441.90,50000,3,47,3537.36,926
SkipHash,1000000,6,1731660854932,328.82,5746.56,60000,4,71,3272.91,975
SkipHash,1000000,7,1731660855909,110.47,1654.75,70000,5,103,3056.55,977
SkipHash,1000000,8,1731660856881,1220.46,15996.87,80000,5,103,4164.55,972
SkipHash,1000000,9,1731660857924,1043.51,12157.81,90000,6,135,3987.60,1043
SkipHash,1000000,10,1731660859013,913.13,9574.90,100000,7,170,3857.22,1088
SkipHash,1000000,11,1731660860076,795.13,7579.61,110000,8,206,3739.22,1063
SkipHash,1000000,12,1731660861161,692.82,6053.95,120000,9,244,3636.91,1084
SkipHash,1000000,13,1731660862246,633.10,5106.58,130000,10,282,3579.19,1085
SkipHash,1000000,14,1731660863338,584.64,4378.88,140000,11,323,3528.73,1091
SkipHash,1000000,15,1731660864433,547.38,3826.47,150000,12,366,3493.47,1094
SkipHash,1000000,16,1731660865555,515.79,3380.29,160000,13,409,3459.88,1122
SkipHash,1000000,17,1731660866679,498.54,3075.06,170000,14,453,3442.63,1123
SkipHash,1000000,18,1731660867833,508.27,2960.86,180000,15,497,3454.35,1154
SkipHash,1000000,19,1731660868971,525.90,2902.37,190000,16,540,3469.99,1137
SkipHash,1000000,20,1731660870113,553.43,2901.58,200000,17,587,3499.52,1142
SkipHash,1000000,21,1731660871264,597.48,2983.34,210000,18,634,3543.57,1151
SkipHash,1000000,22,1731660872418,646.05,3079.24,220000,19,679,3590.14,1154
SkipHash,1000000,23,1731660873566,715.04,3259.89,230000,20,724,3661.13,1147
SkipHash,1000000,24,1731660874721,796.54,3480.15,240000,21,770,3740.63,1154
SkipHash,1000000,25,1731660875895,896.79,3761.41,250000,22,814,3842.88,1174
SkipHash,1000000,26,1731660877063,1007.42,4062.90,260000,23,859,3951.51,1167
SkipHash,1000000,27,1731660878256,1126.50,4374.91,270000,24,903,4070.59,1193
SkipHash,1000000,28,1731660879432,1261.41,4723.86,280000,25,949,4205.49,1175
SkipHash,1000000,29,1731660880732,369.03,1334.34,290000,27,1040,3315.12,1300
SkipHash,1000000,30,1731660881906,539.29,1884.96,300000,28,1086,3485.38,1174
SkipHash,1000000,31,1731660883107,714.91,2418.17,310000,29,1133,3658.99,1200
SkipHash,1000000,32,1731660884311,904.99,2965.46,320000,30,1180,3849.07,1204
SkipHash,1000000,33,1731660885496,1101.52,3500.08,330000,31,1227,4045.61,1184
SkipHash,1000000,34,1731660886681,1313.07,4049.57,340000,32,1274,4257.16,1185
SkipHash,1000000,35,1731660887951,586.22,1756.28,350000,34,1372,3532.31,1270
SkipHash,1000000,36,1731660889158,841.78,2451.86,360000,35,1417,3785.87,1206
SkipHash,1000000,37,1731660890364,1105.87,3134.01,370000,36,1464,4049.95,1206
SkipHash,1000000,38,1731660891587,1381.95,3813.36,380000,37,1511,4326.04,1223
SkipHash,1000000,39,1731660892881,750.07,2016.67,390000,39,1605,3696.15,1293
SkipHash,1000000,40,1731660894139,1075.25,2818.69,400000,40,1655,4021.33,1258
SkipHash,1000000,41,1731660895381,1401.33,3583.90,410000,41,1700,4347.41,1241
SkipHash,1000000,42,1731660896702,869.67,2171.23,420000,43,1790,3813.76,1321
SkipHash,1000000,43,1731660897977,1223.23,2982.90,430000,44,1836,4169.31,1275
SkipHash,1000000,44,1731660899295,737.07,1756.54,440000,46,1929,3681.16,1318
SkipHash,1000000,45,1731660900569,1127.77,2627.89,450000,47,1975,4071.85,1273
SkipHash,1000000,46,1731660901905,717.15,1634.76,460000,49,2071,3661.24,1336
SkipHash,1000000,47,1731660903171,1140.75,2545.03,470000,50,2120,4084.84,1265
SkipHash,1000000,48,1731660904465,777.41,1698.28,480000,52,2211,3721.50,1294
SkipHash,1000000,49,1731660905765,1235.45,2643.81,490000,53,2258,4179.54,1299
SkipHash,1000000,50,1731660907087,917.07,1923.24,500000,55,2353,3861.16,1321
SkipHash,1000000,51,1731660908390,1392.72,2863.47,510000,56,2398,4338.80,1303
SkipHash,1000000,52,1731660909714,1111.69,2241.72,520000,58,2486,4055.78,1324
SkipHash,1000000,53,1731660911037,867.56,1716.43,530000,60,2576,3813.65,1322
SkipHash,1000000,54,1731660912313,1389.38,2697.92,540000,61,2620,4333.47,1276
SkipHash,1000000,55,1731660913643,1203.46,2294.40,550000,63,2708,4149.55,1328
SkipHash,1000000,56,1731660914960,1037.44,1942.56,560000,65,2797,3983.52,1317
SkipHash,1000000,57,1731660916307,903.84,1662.72,570000,67,2884,3849.93,1347
SkipHash,1000000,58,1731660917652,808.65,1461.95,580000,69,2968,3752.74,1344
SkipHash,1000000,59,1731660918972,1412.98,2511.21,590000,70,3010,4359.07,1320
SkipHash,1000000,60,1731660920301,1355.43,2368.78,600000,72,3092,4299.51,1328
SkipHash,1000000,61,1731660921655,1320.64,2270.14,610000,74,3175,4264.73,1354
SkipHash,1000000,62,1731660923032,1306.81,2210.14,620000,76,3259,4252.89,1377
SkipHash,1000000,63,1731660924365,1310.06,2180.47,630000,78,3338,4254.15,1332
SkipHash,1000000,64,1731660925714,1341.46,2197.84,640000,80,3418,4287.54,1349
SkipHash,1000000,65,1731660927244,1395.16,2250.66,650000,82,3499,4339.25,1529
SkipHash,1000000,66,1731660928739,883.86,1404.24,660000,85,3625,3827.95,1495
SkipHash,1000000,67,1731660930102,997.94,1561.82,670000,87,3703,3944.03,1363
SkipHash,1000000,68,1731660931459,1130.32,1742.99,680000,89,3777,4074.41,1356
SkipHash,1000000,69,1731660932837,1291.50,1962.66,690000,91,3853,4237.59,1378
SkipHash,1000000,70,1731660934290,924.11,1384.28,700000,94,3967,3870.20,1452
SkipHash,1000000,71,1731660935757,1126.69,1663.98,710000,96,4041,4072.78,1467
SkipHash,1000000,72,1731660937214,1351.06,1967.63,720000,98,4118,4295.15,1456
SkipHash,1000000,73,1731660938798,1089.42,1564.84,730000,101,4231,4035.50,1583
SkipHash,1000000,74,1731660940229,1371.38,1943.24,740000,103,4300,4317.47,1431
SkipHash,1000000,75,1731660941728,1185.41,1657.32,750000,106,4407,4131.49,1498
SkipHash,1000000,76,1731660943257,1024.68,1413.76,760000,109,4516,3970.77,1529
SkipHash,1000000,77,1731660944647,1377.12,1875.34,770000,111,4584,4323.20,1389
SkipHash,1000000,78,1731660946036,1286.88,1729.99,780000,114,4681,4232.97,1389
SkipHash,1000000,79,1731660947469,1261.80,1674.80,790000,117,4786,4205.88,1432
SkipHash,1000000,80,1731660948844,1282.49,1680.99,800000,120,4876,4226.58,1375
SkipHash,1000000,81,1731660950235,1342.68,1738.15,810000,123,4964,4286.77,1391
SkipHash,1000000,82,1731660951636,1437.23,1837.85,820000,126,5051,4383.31,1401
SkipHash,1000000,83,1731660953062,1194.53,1509.10,830000,130,5162,4138.61,1425
SkipHash,1000000,84,1731660954447,1366.53,1705.84,840000,133,5245,4312.61,1385
SkipHash,1000000,85,1731660955889,1223.13,1508.88,850000,137,5350,4167.22,1441
SkipHash,1000000,86,1731660957293,1113.45,1357.61,860000,141,5457,4057.54,1404
SkipHash,1000000,87,1731660958729,1390.72,1676.18,870000,144,5533,4334.81,1436
SkipHash,1000000,88,1731660960135,1349.94,1608.54,880000,148,5632,4296.03,1405
SkipHash,1000000,89,1731660961566,1375.84,1620.98,890000,152,5729,4319.93,1430
SkipHash,1000000,90,1731660963005,1162.95,1354.93,900000,157,5845,4107.03,1439
SkipHash,1000000,91,1731660964411,1294.07,1491.13,910000,161,5939,4238.16,1405
SkipHash,1000000,92,1731660965820,1179.25,1344.06,920000,166,6047,4123.34,1409
SkipHash,1000000,93,1731660967240,1425.47,1607.22,930000,170,6133,4369.56,1420
SkipHash,1000000,94,1731660968691,1444.29,1611.12,940000,175,6240,4390.38,1451
SkipHash,1000000,95,1731660970153,1283.40,1416.57,950000,181,6358,4229.49,1461
SkipHash,1000000,96,1731660971576,1566.32,1710.83,960000,184,6427,4510.40,1423
SkipHash,1000000,97,1731660973022,1545.68,1670.89,970000,188,6532,4491.77,1445
SkipHash,1000000,98,1731660974469,1254.39,1342.16,980000,193,6660,4198.48,1447
SkipHash,1000000,99,1731660975902,1334.85,1413.83,990000,197,6754,4278.94,1433
SkipHash,1000000,100,1731660977346,1450.76,1521.24,1000000,201,6848,4394.85,1443
HashMap,1000000,1,1731660980482,80.00,8388.81,10000,0,0,4021.96,77
HashMap,1000000,2,1731660980561,160.00,8388.71,20000,0,0,4101.96,79
HashMap,1000000,3,1731660980646,240.00,8388.68,30000,0,0,4181.96,84
HashMap,1000000,4,1731660980727,320.00,8388.66,40000,0,0,4261.96,81
HashMap,1000000,5,1731660980818,402.00,8430.55,50000,0,0,4341.96,91
HashMap,1000000,6,1731660980904,482.00,8423.56,60000,0,0,4421.96,86
HashMap,1000000,7,1731660980991,562.00,8418.57,70000,0,0,4501.96,86
HashMap,1000000,8,1731660981082,642.00,8414.82,80000,0,0,4581.96,90
HashMap,1000000,9,1731660981163,722.00,8411.91,90000,0,0,4661.96,81
HashMap,1000000,10,1731660981264,804.00,8430.57,100000,0,0,4741.96,101
HashMap,1000000,11,1731660981344,886.00,8445.80,110000,0,0,4821.96,80
HashMap,1000000,12,1731660981426,966.00,8441.04,120000,0,0,4901.96,81
HashMap,1000000,13,1731660981509,1044.00,8420.89,130000,0,0,4981.96,83
HashMap,1000000,14,1731660981602,1124.00,8418.58,140000,0,0,5061.96,93
HashMap,1000000,15,1731660981686,1204.00,8416.58,150000,0,0,5141.96,83
HashMap,1000000,16,1731660981770,1284.00,8414.84,160000,0,0,5221.96,84
HashMap,1000000,17,1731660981854,1364.02,8413.43,170000,0,0,5301.96,83
HashMap,1000000,18,1731660981938,1444.00,8411.92,180000,0,0,5381.96,83
HashMap,1000000,19,1731660982019,1524.00,8410.69,190000,0,0,5461.96,81
HashMap,1000000,20,1731660982119,1618.00,8482.98,200000,0,0,5553.96,98
HashMap,1000000,21,1731660982178,1698.00,8478.49,210000,0,0,5633.96,58
HashMap,1000000,22,1731660982240,1778.00,8474.40,220000,0,0,5713.96,61
HashMap,1000000,23,1731660982297,1858.00,8470.67,230000,0,0,5793.96,57
HashMap,1000000,24,1731660982352,1938.00,8467.25,240000,0,0,5873.96,54
HashMap,1000000,25,1731660982520,367.64,1541.99,250000,1,115,4307.60,168
HashMap,1000000,26,1731660982575,449.64,1813.40,260000,1,115,4391.60,54
HashMap,1000000,27,1731660982635,527.64,2049.15,270000,1,115,4467.60,60
HashMap,1000000,28,1731660982691,607.64,2275.56,280000,1,115,4547.60,55
HashMap,1000000,29,1731660982744,687.64,2486.35,290000,1,115,4627.60,53
HashMap,1000000,30,1731660982799,765.64,2676.11,300000,1,115,4707.60,55
HashMap,1000000,31,1731660982853,845.64,2860.39,310000,1,115,4787.60,53
HashMap,1000000,32,1731660982911,925.64,3033.14,320000,1,115,4867.60,58
HashMap,1000000,33,1731660982970,1005.64,3195.43,330000,1,115,4947.60,59
HashMap,1000000,34,1731660983028,1085.64,3348.17,340000,1,115,5027.60,57
HashMap,1000000,35,1731660983083,1163.64,3486.19,350000,1,115,5103.60,54
HashMap,1000000,36,1731660983139,1243.64,3622.36,360000,1,115,5183.60,55
HashMap,1000000,37,1731660983195,1327.64,3762.52,370000,1,115,5267.60,56
HashMap,1000000,38,1731660983253,1409.64,3889.78,380000,1,115,5351.60,57
HashMap,1000000,39,1731660983312,1487.64,3999.75,390000,1,115,5427.60,59
HashMap,1000000,40,1731660983425,1591.64,4172.39,400000,1,115,5531.60,113
HashMap,1000000,41,1731660983499,1679.64,4295.68,410000,1,115,5619.60,74
HashMap,1000000,42,1731660983718,558.78,1395.05,420000,2,278,4500.73,218
HashMap,1000000,43,1731660983804,638.78,1557.69,430000,2,278,4580.73,85
HashMap,1000000,44,1731660983888,718.78,1712.94,440000,2,278,4660.73,84
HashMap,1000000,45,1731660983973,796.78,1856.62,450000,2,278,4736.73,84
HashMap,1000000,46,1731660984055,876.78,1998.62,460000,2,278,4816.73,82
HashMap,1000000,47,1731660984138,956.78,2134.58,470000,2,278,4896.73,82
HashMap,1000000,48,1731660984222,1036.78,2264.87,480000,2,278,4976.73,83
HashMap,1000000,49,1731660984294,1116.78,2389.85,490000,2,278,5056.73,72
HashMap,1000000,50,1731660984347,1196.78,2509.82,500000,2,278,5136.73,53
HashMap,1000000,51,1731660984404,1274.78,2620.98,510000,2,278,5216.73,56
HashMap,1000000,52,1731660984460,1354.78,2731.90,520000,2,278,5296.73,56
HashMap,1000000,53,1731660984523,1434.78,2838.63,530000,2,278,5376.73,61
HashMap,1000000,54,1731660984579,1514.78,2941.41,540000,2,278,5456.73,56
HashMap,1000000,55,1731660984635,1596.78,3044.26,550000,2,278,5536.73,56
HashMap,1000000,56,1731660984693,1678.78,3143.44,560000,2,278,5620.73,57
HashMap,1000000,57,1731660984751,1758.78,3235.46,570000,2,278,5700.73,58
HashMap,1000000,58,1731660984806,1838.78,3324.31,580000,2,278,5780.73,54
HashMap,1000000,59,1731660984860,1918.78,3410.14,590000,2,278,5860.73,54
HashMap,1000000,60,1731660984921,1996.78,3489.62,600000,2,278,5936.73,60
HashMap,1000000,61,1731660985174,806.00,1385.50,610000,3,473,4745.96,253
HashMap,1000000,62,1731660985234,886.00,1498.45,620000,3,473,4825.96,59
HashMap,1000000,63,1731660985290,964.00,1604.49,630000,3,473,4905.96,56
HashMap,1000000,64,1731660985348,1044.00,1710.49,640000,3,473,4985.96,58
HashMap,1000000,65,1731660985408,1124.00,1813.23,650000,3,473,5065.96,59
HashMap,1000000,66,1731660985465,1202.00,1909.68,660000,3,473,5141.96,57
HashMap,1000000,67,1731660985519,1282.00,2006.38,670000,3,473,5221.96,53
HashMap,1000000,68,1731660985575,1362.00,2100.24,680000,3,473,5301.96,55
HashMap,1000000,69,1731660985636,1440.00,2188.34,690000,3,473,5381.96,59
HashMap,1000000,70,1731660985696,1520.00,2276.91,700000,3,473,5461.96,60
HashMap,1000000,71,1731660985756,1600.00,2362.99,710000,3,473,5541.96,59
HashMap,1000000,72,1731660985813,1680.00,2446.68,720000,3,473,5621.96,57
HashMap,1000000,73,1731660985872,1760.00,2528.08,730000,3,473,5701.96,58
HashMap,1000000,74,1731660985933,1840.00,2607.27,740000,3,473,5781.96,61
HashMap,1000000,75,1731660985990,1920.00,2684.36,750000,3,473,5861.96,56
HashMap,1000000,76,1731660986045,2000.00,2759.41,760000,3,473,5941.96,54
HashMap,1000000,77,1731660986251,1006.00,1369.96,770000,4,623,4945.96,206
HashMap,1000000,78,1731660986308,1086.00,1459.94,780000,4,623,5025.96,56
HashMap,1000000,79,1731660986435,1202.00,1595.43,790000,4,623,5141.96,127
HashMap,1000000,80,1731660986490,1282.00,1680.34,800000,4,623,5221.96,55
HashMap,1000000,81,1731660986546,1360.00,1760.57,810000,4,623,5301.96,55
HashMap,1000000,82,1731660986603,1448.00,1851.63,820000,4,623,5389.96,57
HashMap,1000000,83,1731660986657,1528.00,1930.39,830000,4,623,5469.96,54
HashMap,1000000,84,1731660986744,1620.00,2022.26,840000,4,623,5561.96,86
HashMap,1000000,85,1731660986801,1702.00,2099.62,850000,4,623,5641.96,57
HashMap,1000000,86,1731660986874,1782.00,2172.75,860000,4,623,5721.96,73
HashMap,1000000,87,1731660986931,1862.00,2244.19,870000,4,623,5801.96,57
HashMap,1000000,88,1731660986990,1940.00,2311.64,880000,4,623,5881.96,58
HashMap,1000000,89,1731660987045,2020.00,2379.92,890000,4,623,5961.96,55
HashMap,1000000,90,1731660987100,2100.00,2446.68,900000,4,623,6041.96,54
HashMap,1000000,91,1731660987299,1256.00,1447.27,910000,5,765,5195.96,198
HashMap,1000000,92,1731660987354,1336.00,1522.71,920000,5,765,5275.96,55
HashMap,1000000,93,1731660987413,1414.00,1594.29,930000,5,765,5355.96,58
HashMap,1000000,94,1731660987476,1494.00,1666.57,940000,5,765,5435.96,63
HashMap,1000000,95,1731660987534,1574.00,1737.33,950000,5,765,5515.96,58
HashMap,1000000,96,1731660987591,1652.00,1804.42,960000,5,765,5591.96,57
HashMap,1000000,97,1731660987645,1732.00,1872.30,970000,5,765,5671.96,53
HashMap,1000000,98,1731660987702,1812.00,1938.80,980000,5,765,5751.96,56
HashMap,1000000,99,1731660987757,1890.00,2001.83,990000,5,765,5831.96,55
HashMap,1000000,100,1731660987812,1970.00,2065.70,1000000,5,765,5911.96,54
